reviewText,sentiment
"My westie and yorkie eat this canned food and I thought I might find it slightly less expensive on Amazon.
I found this one and saw the picture of the large dog food which is normally what I buy at the pet store.  It appeared cheaper by a little after considering the shipping cost.
I was very disappointed in finding out after shipping cost I actually paid .54 cents more than my pet store!  But then it was worse!!! The cans were more than half the size of the picture!  I contacted customer service and told them I should have read the description, however, the picture was of the larger can.  They offered a return, I would have been stupid again to pay $16+ total in shipping to and from to get a $14 credit.
I told customer service the picture was misleading and she said she wasn't sure on this product, but in the past they've told Amazon they have wrong pictures on certain items and Amazon does nothing about it! I don't know if it was their fault or Amazon's fault, but I do know I paid DOUBLE!  I have purchased a lot of items on Amazonb and this is the first time I've felt CHEATED.",0
I bought these to go with the SmartKat hot pursuit cat toy but they don't fit. Amazon have me a refund.,0
Both of my cats hate this treat,0
"Disappointed liners were not all cotton, my dog is allergic to synthetics",1
"Perfect service and perfect treat and, of course, perfect dog!",1
Lasted 3 months at 10 hrs per day.,0
I guess you get what you pay for. I honestly think that the $14.99 price is asking too much for the quality of this product. The wood was very cheap and cracked very easily. The adjustment was either too tight or too loose and didn't fit in either place I tried to place it. I did give it 2 stars as I received this product very quickly. I returned this product the next day.,0
"I have purchased numerous variations of stakes. There are several competitors to this product that have a similar design in that you are basically pushing a metal anchor into the ground attached to a length of cable. The general design is phenomenal and works much better than the majority of the stakes out there. However, this particular brand is terrible. A two-piece, incredibly flimsy Rod is provided that you screw together and attach into the anchor temporarily so you may hammer and drive the anchor about 20 inches into the ground. The amount of force necessary in order to drive the anchor down deep enough bends, and then eventually breaks the temporary Rod at the screwed in point. We then attempted to use only one half of the screw-in rod to continue trying to get the anchor down into the ground. We watered the ground extensively to make sure it was as soft as could be. The installation rod then wedged itself into the anchor so that it cannot be removed. So now my options are to dig a hole and remove the entire device and pitch it in the trash, or leave it in the ground, unable to finish installing it because there is nothing left to hammer down onto and have about 7 inches of a skinny metal pole sticking out of the ground for the dogs to tangle themselves around and potentially hurt themselves. Please do not buy this product. Purchase one of their competitors. The design is an A+, but this product is terrible.",0
"these things were hard as rocks, my dog coud not eat, and I could even crush it.",0
"This seems like a good leash so far, but it is not what the photo shows.  I have used flexi leashes in the past, both the corded versions and the tape.  The two tape versions I have owned have broken where the tape attached to the clip.  I never had this problem with the older corded version.  I purchased this one because the picture shows a cord.  This is not what I receieved.  I'm willing to keep this one because the attachment of the tape to the clip looks more robust and I was unable to find a corded leash for my 80+lb dog.  I searched high and low.  If it tears off like my old ones I would obviously change my rating.",1
Love this!  Recently got 2 more cats (3 total) and 1 is a long hair.  I really didn't think about how much more shedding that would be.  This works great.  The babies took a little while to get used to it but my old girl loves it.  Can't believe how much fur it pulls out!  Buy it!,1
Great stuff! I have 2 cats and have no issues or smells.,1
Scissors cut well and stay sharp so far.,1
Lame,0
"Dog likes them, I'm not crazy about the smell",1
"This is great! Use it almost every day with my husky mix! She loves to go for bike runs now! This is very sturdy and reliable, definitely worth the money!",1
As cute as it is unfortunately your sizing is way off even after measuring my dog and using their size sheet it was extremly small. Make sure u order at least 2 to 3 sizes up.,0
